OA,Super Group,Super Group Name,Group,Group Name,Sub Group,Local Authority
E00010814,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010815,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010816,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010817,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010818,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010819,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010820,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010821,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010822,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010823,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010824,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010825,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010826,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010827,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010828,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010829,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010830,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010831,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010832,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010833,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010834,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010835,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010836,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010837,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010838,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010839,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010840,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010841,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010842,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010843,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010844,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010845,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010846,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010847,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010848,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010849,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010850,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010851,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010852,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010853,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010854,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010855,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010856,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Harrow
E00010857,C,Settled Asians,C2,Transport service workers,C2a,Harrow
E00010858,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Harrow
E00010859,C,Settled Asians,C2,Transport service workers,C2a,Harrow
E00010860,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010861,C,Settled Asians,C2,Transport service workers,C2a,Harrow
E00010862,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010863,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010864,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010865,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010866,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010867,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010868,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010869,C,Settled Asians,C2,Transport service workers,C2a,Harrow
E00010870,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010871,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010872,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010873,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010874,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010875,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010876,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010877,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010878,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010879,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010880,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010881,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010882,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010883,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010884,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010885,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010886,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010887,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010888,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010889,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010890,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010891,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010892,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010893,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010894,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010895,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010896,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010897,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010898,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010899,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010900,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010901,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010902,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010903,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010904,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010905,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010906,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010907,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010908,B,High Density & High Rise Flats,B3,Students & minority mix,B3a,Harrow
E00010909,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010910,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010911,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010912,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010913,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010914,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010915,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010916,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010917,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010918,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010919,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010920,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010921,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010922,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010923,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010925,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010926,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010927,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010928,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010929,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010930,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010931,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010932,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010933,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010934,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010935,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010936,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010937,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010938,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010939,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010940,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Harrow
E00010941,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010942,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010943,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010944,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010945,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010946,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010947,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010948,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010949,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010950,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010951,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010952,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010953,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010954,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010955,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010956,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010957,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010958,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010959,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010960,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010961,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010962,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010963,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010964,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010965,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010966,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010967,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010968,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010969,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00010970,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010971,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010972,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010973,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00010974,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010975,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010976,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010977,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010978,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010979,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00010980,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010981,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010982,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00010983,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00010984,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010985,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010986,F,London Life-Cycle,F2,Affluent suburbs,F2a,Harrow
E00010987,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010988,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010989,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010990,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010991,H,Ageing City Fringe,H1,Detached retirement,H1c,Harrow
E00010992,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00010993,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010994,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010995,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00010996,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00010997,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00010998,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00010999,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011000,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011001,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011002,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011003,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011004,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011005,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011006,C,Settled Asians,C2,Transport service workers,C2a,Harrow
E00011007,C,Settled Asians,C2,Transport service workers,C2a,Harrow
E00011008,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011009,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011010,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00011011,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011012,C,Settled Asians,C2,Transport service workers,C2a,Harrow
E00011013,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011014,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00011015,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00011016,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011017,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011018,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011019,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011020,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00011021,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00011022,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00011023,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00011024,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00011025,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011026,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011027,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011028,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011029,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00011030,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011031,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00011032,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011033,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00011034,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00011035,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011036,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011038,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011039,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011040,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011041,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011042,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011043,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011044,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011045,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011046,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011047,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011048,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00011049,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Harrow
E00011050,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00011052,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011053,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011055,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011056,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011057,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011058,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011059,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00011060,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00011061,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011062,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00011063,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00011064,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011065,G,Multi-ethnic Suburbs,G1,Affordable transitions,G1b,Harrow
E00011066,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011067,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011068,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011069,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00011070,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Harrow
E00011071,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011072,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011073,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011074,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011075,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011076,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011077,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011078,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011079,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011081,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011082,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00011083,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011084,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011085,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011086,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00011087,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011088,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011089,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011090,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011091,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00011092,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011093,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011094,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00011095,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011096,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011097,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011098,C,Settled Asians,C4,Elderly Asians,C4a,Harrow
E00011099,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00011100,C,Settled Asians,C1,Asian owner occupiers,C1b,Harrow
E00011101,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00011102,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011103,C,Settled Asians,C1,Asian owner occupiers,C1a,Harrow
E00011104,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011105,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011106,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00011107,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00011108,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011109,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011110,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00011111,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011112,C,Settled Asians,C2,Transport service workers,C2b,Harrow
E00011113,A,Intermediate Lifestyles,A1,Struggling suburbs,A1b,Harrow
E00011114,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00011115,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00011116,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00011117,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00011118,G,Multi-ethnic Suburbs,G2,Public sector & service employees,G2a,Harrow
E00011119,C,Settled Asians,C4,Elderly Asians,C4b,Harrow
E00011121,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00011122,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00011123,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00011124,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00011125,H,Ageing City Fringe,H1,Detached retirement,H1a,Harrow
E00011126,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00011127,A,Intermediate Lifestyles,A1,Struggling suburbs,A1a,Harrow
E00011128,F,London Life-Cycle,F2,Affluent suburbs,F2b,Harrow
E00011129,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
E00011130,H,Ageing City Fringe,H1,Detached retirement,H1b,Harrow
